"Name","Location","FunctionSignature","FunctionSize"
"Val_width_property","1001da30","bool Val_width_property(TGUIWidget * this\, PPropertyValue * param_1)","110"
"Val_height_property","1001daa0","bool Val_height_property(TGUIWidget * this\, PPropertyValue * param_1)","110"
"Val_sizemode_horiz_property","1001db10","bool Val_sizemode_horiz_property(TGUIWidget * this\, PPropertyValue * param_1)","96"
"Val_sizemode_vert_property","1001db70","bool Val_sizemode_vert_property(TGUIWidget * this\, PPropertyValue * param_1)","96"
"Val_placemode_property","1001dbd0","bool Val_placemode_property(TGUIWidget * this\, PPropertyValue * param_1)","83"
"Set_state_property","1001dc30","void Set_state_property(TGUIWidget * this\, TPCString * param_1\, bool param_2)","68"
"Set_state_property","1001dc80","void Set_state_property(TGUIWidget * this\, int param_1\, bool param_2)","50"
"Set_style_parameter","1001dcc0","void Set_style_parameter(TGUIWidget * this\, PPropertyValue * param_1\, TGUIStyleParameterInfo * param_2)","136"
"SetPosition","1001dd50","void SetPosition(TGUIWidget * this\, int param_1\, int param_2)","37"
"SetSize","1001dd80","void SetSize(TGUIWidget * this\, int param_1\, int param_2)","62"
"SetPositionCenter","1001ddc0","void SetPositionCenter(TGUIWidget * this)","65"
"SetFixedSize","1001de10","void SetFixedSize(TGUIWidget * this\, int param_1\, int param_2)","52"
"GetInteriorWidth","1001de50","int GetInteriorWidth(TGUIWidget * this)","28"
"GetInteriorHeight","1001de70","int GetInteriorHeight(TGUIWidget * this)","28"
"GetInteriorSize","1001de90","void GetInteriorSize(TGUIWidget * this\, int * param_1\, int * param_2)","81"
"GetMargins","1001def0","void GetMargins(TGUIWidget * this\, int * param_1\, int * param_2\, int * param_3\, int * param_4)","76"
"CanResizeHoriz","1001df40","bool CanResizeHoriz(TGUIWidget * this)","44"
"CanResizeVert","1001df70","bool CanResizeVert(TGUIWidget * this)","44"
"CanMove","1001dfa0","bool CanMove(TGUIWidget * this)","44"
"GetWindow","1001dfd0","TGUIWindow * GetWindow(TGUIWidget * this)","51"
"GetScreen","1001e010","TGUIScreen * GetScreen(TGUIWidget * this)","51"
"FindIndexedChild","1001e050","TGUIWidget * FindIndexedChild(TGUIWidget * this\, int param_1)","55"
"FindNamedChild","1001e090","TGUIWidget * FindNamedChild(TGUIWidget * this\, TPCString * param_1)","86"
"FindNamedChild","1001e0f0","TGUIWidget * FindNamedChild(TGUIWidget * this\, char * param_1)","76"
"IsDescendantOf","1001e140","bool IsDescendantOf(TGUIWidget * this\, TGUIWidget * param_1)","40"
"FindChildManager","1001e170","TGUIWidget * FindChildManager(TGUIWidget * this)","55"
"OrderChildMovePosition","1001e1b0","void OrderChildMovePosition(TGUIWidget * this\, TGUIWidget * param_1\, int param_2)","235"
"OrderChildSetPosition","1001e2a0","void OrderChildSetPosition(TGUIWidget * this\, TGUIWidget * param_1\, int param_2)","275"
"TransformDeviceToWidget","1001e3c0","void TransformDeviceToWidget(TGUIWidget * this\, int param_1\, int param_2\, int * param_3\, int * param_4)","73"
"TransformWidgetToDevice","1001e410","void TransformWidgetToDevice(TGUIWidget * this\, int param_1\, int param_2\, int * param_3\, int * param_4)","73"
"SetState","1001e460","void SetState(TGUIWidget * this\, uint param_1\, uint param_2)","255"
"AddAction","1001e560","TGUIWidgetAction * AddAction(TGUIWidget * this\, int param_1\, TLString * param_2\, int param_3)","206"
"CanFocus","1001e630","bool CanFocus(TGUIWidget * this)","46"
"NotifyFocusLost","1001e660","void NotifyFocusLost(TGUIWidget * this\, TGUIWidget * param_1\, TGUIWidget * param_2)","22"
"NotifyFocusGained","1001e680","void NotifyFocusGained(TGUIWidget * this\, TGUIWidget * param_1\, TGUIWidget * param_2)","3"
"AddStateSlave","1001e690","void AddStateSlave(TGUIWidget * this\, TGUIWidget * param_1\, uint param_2)","113"
"RemoveStateSlave","1001e710","void RemoveStateSlave(TGUIWidget * this\, TGUIWidget * param_1\, uint param_2)","89"
"GetStateSlaveMask","1001e770","uint GetStateSlaveMask(TGUIWidget * this\, TGUIWidget * param_1)","38"
"OnButtonPress","1001e7a0","bool OnButtonPress(TGUIWidget * this\, InputEvent * param_1\, int param_2)","285"
"OnButtonRepeat","1001e8c0","bool OnButtonRepeat(TGUIWidget * this\, InputEvent * param_1\, int param_2)","55"
"OnButtonRelease","1001e900","bool OnButtonRelease(TGUIWidget * this\, InputEvent * param_1\, int param_2)","55"
"OnButtonHit","1001e940","bool OnButtonHit(TGUIWidget * this\, InputEvent * param_1\, int param_2)","55"
"OnAxisMove","1001e980","bool OnAxisMove(TGUIWidget * this\, InputEvent * param_1\, int param_2)","55"
"OnPaint","1001e9c0","bool OnPaint(TGUIWidget * this\, TGUIDisplayContext * param_1)","70"
"GetChildAtPoint","1001ea10","TGUIWidget * GetChildAtPoint(TGUIWidget * this\, int param_1\, int param_2\, uint param_3\, uint param_4)","123"
"GetChildAtPoint","1001ea90","TGUIWidget * GetChildAtPoint(TGUIWidget * this\, int param_1\, int param_2\, int * param_3\, int * param_4\, uint param_5\, uint param_6)","140"
"GetDeepestChildAtPoint","1001eb20","TGUIWidget * GetDeepestChildAtPoint(TGUIWidget * this\, int param_1\, int param_2\, int * param_3\, int * param_4\, uint param_5\, uint param_6)","75"
"HitTest","1001eb70","bool HitTest(TGUIWidget * this\, int param_1\, int param_2\, int * param_3\, int * param_4)","81"
"HitTestDeepest","1001ebd0","TGUIWidget * HitTestDeepest(TGUIWidget * this\, int param_1\, int param_2\, int * param_3\, int * param_4\, uint param_5\, uint param_6)","249"
"Paint","1001ecd0","TGUIWidget * Paint(TGUIWidget * this\, TGUIDisplayContext * param_1\, TGUIWidget * param_2)","302"
"InvalidateComponentCache","1001ee10","void InvalidateComponentCache(TGUIWidget * this\, bool param_1)","173"
"GetDirectionEnum","1001eec0","NeighbourDirection GetDirectionEnum(TPCString * param_1)","80"
"FindCommonAncestor","1001ef10","TGUIWidget * FindCommonAncestor(TGUIWidget * param_1\, TGUIWidget * param_2)","353"
"WalkUpDownTree","1001f090","void WalkUpDownTree(TGUIWidget * param_1\, TGUIWidget * param_2\, _func_void_TGUIWidget_ptr * param_3\, _func_void_TGUIWidget_ptr * param_4)","222"
"NotifyStyleChanged","1001f180","void NotifyStyleChanged(TGUIWidget * this)","310"
"IsReferencingTextureSection","1001f2c0","bool IsReferencingTextureSection(TGUIWidget * this\, TGUITextureSection * param_1)","134"
"TGUIWidget","1001f350","undefined TGUIWidget(TGUIWidget * this\, TGUIWidget * param_1)","598"
"DeserialiseState","1001f5b0","bool DeserialiseState(TGUIWidget * this\, PProperties * param_1)","291"
"DeserialiseParameters","1001f6e0","bool DeserialiseParameters(TGUIWidget * this\, PProperties * param_1)","818"
"DeserialiseChildren","1001fa30","bool DeserialiseChildren(TGUIWidget * this\, PProperties * param_1)","463"
"SerialiseState","1001fc00","bool SerialiseState(TGUIWidget * this\, PProperties * param_1)","143"
"SerialiseParameters","1001fc90","bool SerialiseParameters(TGUIWidget * this\, PProperties * param_1)","229"
"SerialiseChildren","1001fd80","bool SerialiseChildren(TGUIWidget * this\, PProperties * param_1)","154"
"NotifyParentChange","1001fe20","void NotifyParentChange(TGUIWidget * this\, TGUIWidget * param_1)","96"
"SetComponentBBox","1001fe80","void SetComponentBBox(TGUIWidget * this\, int param_1\, int param_2\, int param_3\, int param_4\, int param_5)","81"
"GetComponentBBox","1001fee0","void GetComponentBBox(TGUIWidget * this\, int param_1\, int * param_2\, int * param_3\, int * param_4\, int * param_5)","59"
"GetComponentInteriorBBox","1001ff20","void GetComponentInteriorBBox(TGUIWidget * this\, int param_1\, int * param_2\, int * param_3\, int * param_4\, int * param_5)","120"
"PackChildren","1001ffa0","void PackChildren(TGUIWidget * this)","79"
"LayoutChildren","1001fff0","void LayoutChildren(TGUIWidget * this\, short param_1\, short param_2)","290"
"RecurseTree2","10020120","void RecurseTree2(TGUIWidget * this\, _func_bool_TGUIWidget_ptr_void_ptr * param_1\, _func_bool_TGUIWidget_ptr_void_ptr * param_2\, _func_bool_TGUIWidget_ptr_void_ptr * param_3\, void * param_4)","134"
"RemoveFocus","100201b0","void RemoveFocus(TGUIWidget * this)","62"
"InitParameters","100201f0","void InitParameters(TGUIWidget * this\, int param_1\, int param_2)","176"
"AddWidgetPrivate","100202b0","void AddWidgetPrivate(TGUIWidget * this\, TGUIWidget * param_1)","74"
"FUN_10020300","10020300","undefined FUN_10020300(void * this\, uint param_1)","151"
"GetDirectionName","10020760","TPCString * GetDirectionName(NeighbourDirection param_1)","16"
"OnPointerExit","10020770","bool OnPointerExit(TGUIWidget * this)","16"
"OnPointerEnter","10020780","bool OnPointerEnter(TGUIWidget * this)","19"
"OnPointerMove","100207a0","bool OnPointerMove(TGUIWidget * this\, int param_1\, int param_2)","5"
"NotifySlaveStateChanged","100207b0","void NotifySlaveStateChanged(TGUIWidget * this\, TGUIWidget * param_1\, uint param_2)","3"
"NotifyDescendantRemoved","100207c0","void NotifyDescendantRemoved(TGUIWidget * this\, TGUIWidget * param_1\, TGUIWidget * param_2)","27"
"NotifyDescendantRemoval","100207e0","void NotifyDescendantRemoval(TGUIWidget * this\, TGUIWidget * param_1)","20"
"NotifyDescendantAddition","10020800","void NotifyDescendantAddition(TGUIWidget * this\, TGUIWidget * param_1)","20"
"RequestFocus","10020820","void RequestFocus(TGUIWidget * this)","22"
"AllowsFocus","10020840","TGUIWidget * AllowsFocus(TGUIWidget * this\, TGUIWidget * param_1)","25"
"OrderPosition","10020860","void OrderPosition(TGUIWidget * this\, int param_1)","27"
"OrderBackward","10020880","void OrderBackward(TGUIWidget * this)","22"
"OrderForward","100208a0","void OrderForward(TGUIWidget * this)","22"
"OrderToBack","100208c0","void OrderToBack(TGUIWidget * this)","22"
"OrderToFront","100208e0","void OrderToFront(TGUIWidget * this)","22"
"IsAncestorOf","10020900","bool IsAncestorOf(TGUIWidget * this\, TGUIWidget * param_1)","51"
"SetFixedHeight","10020940","void SetFixedHeight(TGUIWidget * this\, int param_1)","33"
"SetFixedWidth","10020970","void SetFixedWidth(TGUIWidget * this\, int param_1)","33"
"SetHeight","100209a0","void SetHeight(TGUIWidget * this\, int param_1)","36"
"SetWidth","100209d0","void SetWidth(TGUIWidget * this\, int param_1)","36"
"Val_style_parameter","10020a00","bool Val_style_parameter(TGUIWidget * this\, PPropertyValue * param_1\, TGUIStyleParameterInfo * param_2)","8"
"Get_style_parameter","10020a10","PPropertyValue Get_style_parameter(TGUIWidget * this\, TGUIStyleParameterInfo * param_1)","48"
"Get_state_property","10020a40","bool Get_state_property(TGUIWidget * this\, int param_1)","34"
"Get_state_property","10020a70","bool Get_state_property(TGUIWidget * this\, TPCString * param_1)","48"
"Val_animsync_property","10020aa0","bool Val_animsync_property(TGUIWidget * this\, PPropertyValue * param_1)","21"
"Get_animsync_property","10020ac0","PPropertyValue Get_animsync_property(TGUIWidget * this)","26"
"Set_animsync_property","10020ae0","void Set_animsync_property(TGUIWidget * this\, PPropertyValue * param_1)","23"
"Get_placemode_property","10020b00","PPropertyValue Get_placemode_property(TGUIWidget * this)","23"
"Set_placemode_property","10020b20","void Set_placemode_property(TGUIWidget * this\, PPropertyValue * param_1)","20"
"Get_sizemode_vert_property","10020b40","PPropertyValue Get_sizemode_vert_property(TGUIWidget * this)","23"
"Set_sizemode_vert_property","10020b60","void Set_sizemode_vert_property(TGUIWidget * this\, PPropertyValue * param_1)","20"
"Get_sizemode_horiz_property","10020b80","PPropertyValue Get_sizemode_horiz_property(TGUIWidget * this)","23"
"Set_sizemode_horiz_property","10020ba0","void Set_sizemode_horiz_property(TGUIWidget * this\, PPropertyValue * param_1)","20"
"Get_height_property","10020bc0","PPropertyValue Get_height_property(TGUIWidget * this)","24"
"Set_height_property","10020be0","void Set_height_property(TGUIWidget * this\, PPropertyValue * param_1)","52"
"Get_width_property","10020c20","PPropertyValue Get_width_property(TGUIWidget * this)","24"
"Set_width_property","10020c40","void Set_width_property(TGUIWidget * this\, PPropertyValue * param_1)","52"
"Get_ypos_property","10020c80","PPropertyValue Get_ypos_property(TGUIWidget * this)","24"
"Set_ypos_property","10020ca0","void Set_ypos_property(TGUIWidget * this\, PPropertyValue * param_1)","21"
"Get_xpos_property","10020cc0","PPropertyValue Get_xpos_property(TGUIWidget * this)","24"
"Set_xpos_property","10020ce0","void Set_xpos_property(TGUIWidget * this\, PPropertyValue * param_1)","21"
"Val_name_property","10020d00","bool Val_name_property(TGUIWidget * this\, PPropertyValue * param_1)","21"
"Get_name_property","10020d20","PPropertyValue Get_name_property(TGUIWidget * this)","23"
"Set_name_property","10020d40","void Set_name_property(TGUIWidget * this\, PPropertyValue * param_1)","69"
"GetParameter","10020d90","PPropertyValue GetParameter(TGUIWidget * this\, int param_1)","45"
"Create","10020dc0","void Create(TGUIWidget * this\, TGUIInterface * param_1\, TGUIStyle * param_2\, TPCString * param_3)","80"
"GetPropertyCount","10020e10","int GetPropertyCount(TGUIWidget * this)","31"
"GetPropertyInfoOrderedSet","10020e30","TSortedArray<class_Toshi::TGUIPropertySpec*\,struct_Toshi::TGUIPropertySpec::Comparator> * GetPropertyInfoOrderedSet(TGUIWidget * this)","6"
"GetPropertyInfoSet","10020e40","TArray<class_Toshi::TGUIPropertySpec*> * GetPropertyInfoSet(TGUIWidget * this)","6"
"CreateObjectInPlace","10020e50","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","10020e60","TObject * CreateObject(void)","3"
"GetClass","10020e70","TClass * GetClass(TGUIWidget * this)","6"
"SetConcrete","10020e80","void SetConcrete(TGUIWidgetInfo * this\, bool param_1)","10"
"SetProperties","10020e90","void SetProperties(TGUIWidgetInfo * this\, TSortedArray<class_Toshi::TGUIPropertySpec*\,struct_Toshi::TGUIPropertySpec::Comparator> * param_1)","10"
"SetWidgetLabel","10020ea0","void SetWidgetLabel(TGUIWidgetInfo * this\, TPCString * param_1)","64"
"FUN_10020ee0","10020ee0","uint * FUN_10020ee0(uint param_1)","219"
"FUN_10020fc0","10020fc0","uint * FUN_10020fc0(uint param_1)","195"
"FUN_10021170","10021170","int * FUN_10021170(void * this\, int * param_1\, int param_2\, undefined * param_3)","327"
"FUN_100212d0","100212d0","undefined FUN_100212d0(void * this\, int * * param_1)","114"
"FUN_10021350","10021350","undefined FUN_10021350(void * this\, int param_1\, int param_2)","575"
"InitialiseStatic","10021660","void InitialiseStatic(void)","3173"
"DeinitialiseStatic","10022300","void DeinitialiseStatic(void)","185"
"TGUIWindow","100223c0","undefined TGUIWindow(TGUIWindow * this)","64"
"Deserialise","10022400","bool Deserialise(TGUIWindow * this\, PProperties * param_1)","212"
"Serialise","100224e0","bool Serialise(TGUIWindow * this\, PProperties * param_1)","243"
"GetAutoFocus","100225e0","TGUIWidget * GetAutoFocus(TGUIWindow * this)","199"
"Get_default_focus_property","100226b0","PPropertyValue Get_default_focus_property(TGUIWindow * this)","92"
"Val_default_focus_property","10022710","bool Val_default_focus_property(TGUIWindow * this\, PPropertyValue * param_1)","136"
"SetFocusNeighbour","100227a0","void SetFocusNeighbour(TGUIWindow * this\, TGUIWidget * param_1\, NeighbourDirection param_2\, TGUIWidget * param_3)","300"
"GetFocusNeighbour","100228d0","TGUIWidget * GetFocusNeighbour(TGUIWindow * this\, TGUIWidget * param_1\, NeighbourDirection param_2)","89"
"FindFocusNeighbour","10022930","TGUIWidget * FindFocusNeighbour(TGUIWindow * this\, TGUIWidget * param_1\, NeighbourDirection param_2)","127"
"TGUIWindow","100229b0","undefined TGUIWindow(TGUIWindow * this\, TGUIWindow * param_1)","758"
"DeserialiseFocusMap","10022cc0","bool DeserialiseFocusMap(TGUIWindow * this\, PProperties * param_1)","1917"
"DeserialiseStateSlaves","10023460","bool DeserialiseStateSlaves(TGUIWindow * this\, PProperties * param_1)","1146"
"SerialiseFocusMap","10023940","bool SerialiseFocusMap(TGUIWindow * this\, PProperties * param_1)","797"
"NotifyDescendantRemoval","10023c80","void NotifyDescendantRemoval(TGUIWindow * this\, TGUIWidget * param_1)","356"
"clone_stateslaves_callback","10023e00","bool clone_stateslaves_callback(TGUIWidget * param_1\, void * param_2)","94"
"serialise_stateslaves_callback","10023e60","bool serialise_stateslaves_callback(TGUIWidget * param_1\, void * param_2)","662"
"FUN_10024130","10024130","undefined FUN_10024130(void * this\, uint param_1)","39"
"NotifyFocusGained","100242f0","void NotifyFocusGained(TGUIWindow * this\, TGUIWidget * param_1\, TGUIWidget * param_2)","22"
"NotifyFocusLost","10024310","void NotifyFocusLost(TGUIWindow * this\, TGUIWidget * param_1\, TGUIWidget * param_2)","28"
"NotifyParentChange","10024330","void NotifyParentChange(TGUIWindow * this\, TGUIWidget * param_1)","38"
"SetDefaultFocus","10024360","void SetDefaultFocus(TGUIWindow * this\, TGUIWidget * param_1)","19"
"Set_default_focus_property","10024380","void Set_default_focus_property(TGUIWindow * this\, PPropertyValue * param_1)","31"
"~TGUIWindow","100243a0","void ~TGUIWindow(TGUIWindow * this)","37"
"GetPropertyInfoOrderedSet","100243d0","TSortedArray<class_Toshi::TGUIPropertySpec*\,struct_Toshi::TGUIPropertySpec::Comparator> * GetPropertyInfoOrderedSet(TGUIWindow * this)","6"
"GetPropertyInfoSet","100243e0","TArray<class_Toshi::TGUIPropertySpec*> * GetPropertyInfoSet(TGUIWindow * this)","6"
"CreateObjectInPlace","100243f0","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","10024400","TObject * CreateObject(void)","3"
"GetClass","10024410","TClass * GetClass(TGUIWindow * this)","6"
"FUN_10024420","10024420","int * FUN_10024420(void * this\, int * param_1\, int * param_2\, undefined * param_3)","246"
"FUN_10024520","10024520","int * FUN_10024520(void * this\, int * param_1\, int * param_2)","253"
"FUN_10024620","10024620","undefined FUN_10024620(void * this\, undefined4 * param_1)","182"
"FUN_100246f0","100246f0","undefined FUN_100246f0(void * this\, int param_1\, int param_2)","1080"
"TGUIComponentInfo","10024b70","undefined TGUIComponentInfo(TGUIComponentInfo * this)","38"
"~TGUIComponentInfo","10024ba0","void ~TGUIComponentInfo(TGUIComponentInfo * this)","135"
"SetComponentName","10024c30","void SetComponentName(TGUIComponentInfo * this\, TPCString * param_1)","101"
"InitialiseStatic","10024ca0","void InitialiseStatic(void)","1335"
"TGUIComponent","100251e0","undefined TGUIComponent(TGUIComponent * this)","50"
"~TGUIComponent","10025220","void ~TGUIComponent(TGUIComponent * this)","67"
"Deserialise","10025270","bool Deserialise(TGUIComponent * this\, PProperties * param_1\, TGUIStyle * param_2)","1077"
"Serialise","100256c0","bool Serialise(TGUIComponent * this\, PProperties * param_1\, TGUIStyle * param_2)","880"
"FindElementName","10025a50","int FindElementName(TGUIComponent * this\, TPCString * param_1)","81"
"IsReferencingTextureSection","10025ab0","bool IsReferencingTextureSection(TGUIComponent * this\, TGUITextureSection * param_1)","108"
"IsReferencingFont","10025b20","bool IsReferencingFont(TGUIComponent * this\, TGUIFont * param_1)","108"
"TGUIComponent","10025b90","undefined TGUIComponent(TGUIComponent * this\, TGUIComponent * param_1)","107"
"CopyElements","10025c10","void CopyElements(TGUIComponent * this\, TGUIElement * param_1\, TGUIElement * param_2\, int param_3)","99"
"SetData","10025c80","void SetData(TGUIComponentCache * this\, TGUIComponent * param_1\, void * param_2)","119"
"Invalidate","10025d00","void Invalidate(TGUIComponentCache * this)","94"
"FindData","10025d60","Data * FindData(TGUIComponentCache * this\, TGUIComponent * param_1)","37"
"GetData","10026110","void * GetData(TGUIComponentCache * this\, TGUIComponent * param_1)","32"
"GetElement","10026130","TGUIElement * GetElement(TGUIComponent * this\, int param_1)","24"
"GetElement","10026150","TGUIElement * GetElement(TGUIComponent * this\, TPCString * param_1)","27"
"DeinitialiseStatic","10026170","void DeinitialiseStatic(void)","1"
"CreateObjectInPlace","10026180","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","10026190","TObject * CreateObject(void)","3"
"GetClass","100261a0","TClass * GetClass(TGUIComponent * this)","6"
"AddElementName","100261b0","void AddElementName(TGUIComponentInfo * this\, TPCString * param_1)","126"
"SetComponentLabel","10026230","void SetComponentLabel(TGUIComponentInfo * this\, TPCString * param_1)","64"
"TGUIElement","10026270","undefined TGUIElement(TGUIElement * this)","44"
"InitialiseStatic","100262a0","void InitialiseStatic(void)","2439"
"Reset","10026c30","TGUIElement * Reset(TGUIElement * this)","55"
"ChangeType","10026c70","void ChangeType(TGUIElement * this\, ElementType param_1)","115"
"GetPreferredSize","10026cf0","void GetPreferredSize(TGUIElement * this\, PPropertyValue * param_1\, int * param_2\, int * param_3)","328"
"FormatText","10026e40","void FormatText(TGUIElement * this\, PPropertyValue * param_1\, int * param_2\, int * param_3\, int param_4\, int param_5\, TGUIFormattedText * param_6)","228"
"Paint","10026f30","void Paint(TGUIElement * this\, TGUIDisplayContext * param_1\, PPropertyValue * param_2\, TGUIRectangle * param_3)","543"
"Paint","10027150","void Paint(TGUIElement * this\, TGUIDisplayContext * param_1\, PPropertyValue * param_2\, TGUIRectangle * param_3\, TGUIRectangle * param_4\, TGUIColour * param_5)","822"
"IsDefined","10027490","bool IsDefined(TGUIElement * this)","61"
"Deserialise","100274d0","bool Deserialise(TGUIElement * this\, TGUIInterface * param_1\, PProperties * param_2)","1202"
"DeserialiseTexture","10027990","bool DeserialiseTexture(TGUIElement * this\, TGUIInterface * param_1\, PProperties * param_2)","295"
"DeserialiseLabel","10027ac0","bool DeserialiseLabel(TGUIElement * this\, TGUIInterface * param_1\, PProperties * param_2)","409"
"Serialise","10027c60","bool Serialise(TGUIElement * this\, PProperties * param_1)","562"
"Assign","10027ea0","void Assign(TGUIElement * this\, TGUIElement * param_1)","170"
"PaintTextureSection","10027f50","void PaintTextureSection(TGUIElement * this\, TGUIDisplayContext * param_1\, TGUITextureSection * param_2\, TGUIRectangle * param_3\, TGUIColour * param_4)","303"
"DeserialiseSolid","100284c0","bool DeserialiseSolid(TGUIElement * this\, TGUIInterface * param_1\, PProperties * param_2)","8"
"GetParameterType","100284d0","TClass * GetParameterType(TGUIElement * this)","36"
"SetFillY","10028500","TGUIElement * SetFillY(TGUIElement * this\, Fill param_1)","12"
"SetFillX","10028510","TGUIElement * SetFillX(TGUIElement * this\, Fill param_1)","12"
"SetAlignY","10028520","TGUIElement * SetAlignY(TGUIElement * this\, TGUIAlignment param_1)","12"
"SetAlignX","10028530","TGUIElement * SetAlignX(TGUIElement * this\, TGUIAlignment param_1)","12"
"SetParameter","10028540","TGUIElement * SetParameter(TGUIElement * this\, int param_1)","15"
"SetColour","10028550","TGUIElement * SetColour(TGUIElement * this\, TGUIColour * param_1)","32"
"SetFont","10028570","TGUIElement * SetFont(TGUIElement * this\, TGUIFont * param_1)","31"
"SetTextureSection","10028590","TGUIElement * SetTextureSection(TGUIElement * this)","16"
"SetTextureSection","100285a0","TGUIElement * SetTextureSection(TGUIElement * this\, TGUITextureSection * param_1)","31"
"SetLabel","100285c0","TGUIElement * SetLabel(TGUIElement * this\, TLString * param_1)","75"
"DeinitialiseStatic","10028610","void DeinitialiseStatic(void)","24"
"~TGUIElement","10028630","void ~TGUIElement(TGUIElement * this)","12"
"operator=","10028640","TGUIElement * operator=(TGUIElement * this\, TGUIElement * param_1)","21"
"TGUIElement","10028660","undefined TGUIElement(TGUIElement * this\, TGUIElement * param_1)","38"
"FUN_10028690","10028690","undefined4 * FUN_10028690(void * this\, int param_1)","33"
"InitialiseStatic","10028740","void InitialiseStatic(void)","826"
"GetPreferredSize","10028a80","bool GetPreferredSize(TGUIFrameComponent * this\, PPropertyValue * param_1\, int * param_2\, int * param_3\, short param_4\, short param_5)","97"
"TGUIFrameComponent","10028af0","undefined TGUIFrameComponent(TGUIFrameComponent * this\, TGUIFrameComponent * param_1)","93"
"Paint","10028b50","void Paint(TGUIFrameComponent * this\, TGUIDisplayContext * param_1\, PPropertyValue * param_2\, TGUIRectangle * param_3\, TGUIComponentCache * param_4)","1774"
"CalculateDimensions","10029240","void CalculateDimensions(TGUIFrameComponent * this\, PPropertyValue * param_1\, Cache * param_2)","336"
"FUN_10029390","10029390","undefined FUN_10029390(void)","87"
"Clone","10029410","TGUIFrameComponent * Clone(TGUIFrameComponent * this)","41"
"~TGUIFrameComponent","10029440","void ~TGUIFrameComponent(TGUIFrameComponent * this)","58"
"TGUIFrameComponent","10029480","undefined TGUIFrameComponent(TGUIFrameComponent * this)","51"
"GetComponentInfo","100294c0","TGUIComponentInfo * GetComponentInfo(TGUIFrameComponent * this)","6"
"DeinitialiseStatic","100294d0","void DeinitialiseStatic(void)","1"
"CreateObjectInPlace","100294e0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","10029500","TObject * CreateObject(void)","32"
"GetClass","10029520","TClass * GetClass(TGUIFrameComponent * this)","6"
"DestroyCache","10029530","void DestroyCache(TGUIFrameComponent * this\, void * param_1)","14"
"GetElements","10029540","TGUIElement * GetElements(TGUIFrameComponent * this)","6"
"InitialiseStatic","100295d0","void InitialiseStatic(void)","382"
"GetPreferredSize","10029750","bool GetPreferredSize(TGUIHorizontalTripletComponent * this\, PPropertyValue * param_1\, int * param_2\, int * param_3\, short param_4\, short param_5)","122"
"TGUIHorizontalTripletComponent","100297d0","undefined TGUIHorizontalTripletComponent(TGUIHorizontalTripletComponent * this\, TGUIHorizontalTripletComponent * param_1)","93"
"Paint","10029830","void Paint(TGUIHorizontalTripletComponent * this\, TGUIDisplayContext * param_1\, PPropertyValue * param_2\, TGUIRectangle * param_3\, TGUIComponentCache * param_4)","1139"
"CalculateDimensions","10029cb0","void CalculateDimensions(TGUIHorizontalTripletComponent * this\, PPropertyValue * param_1\, int * param_2\, int * param_3\, int * param_4\, int * param_5)","148"
"Clone","10029dd0","TGUIHorizontalTripletComponent * Clone(TGUIHorizontalTripletComponent * this)","41"
"~TGUIHorizontalTripletComponent","10029e00","void ~TGUIHorizontalTripletComponent(TGUIHorizontalTripletComponent * this)","58"
"TGUIHorizontalTripletComponent","10029e40","undefined TGUIHorizontalTripletComponent(TGUIHorizontalTripletComponent * this)","51"
"GetComponentInfo","10029e80","TGUIComponentInfo * GetComponentInfo(TGUIHorizontalTripletComponent * this)","6"
"DeinitialiseStatic","10029e90","void DeinitialiseStatic(void)","1"
"CreateObjectInPlace","10029ea0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","10029ec0","TObject * CreateObject(void)","32"
"GetClass","10029ee0","TClass * GetClass(TGUIHorizontalTripletComponent * this)","6"
"GetElements","10029ef0","TGUIElement * GetElements(TGUIHorizontalTripletComponent * this)","6"
"InitialiseStatic","10029f80","void InitialiseStatic(void)","234"
"GetPreferredSize","1002a070","bool GetPreferredSize(TGUIIconComponent * this\, PPropertyValue * param_1\, int * param_2\, int * param_3\, short param_4\, short param_5)","64"
"TGUIIconComponent","1002a0b0","undefined TGUIIconComponent(TGUIIconComponent * this\, TGUIIconComponent * param_1)","55"
"Paint","1002a0f0","void Paint(TGUIIconComponent * this\, TGUIDisplayContext * param_1\, PPropertyValue * param_2\, TGUIRectangle * param_3\, TGUIComponentCache * param_4)","463"
"Clone","1002a340","TGUIIconComponent * Clone(TGUIIconComponent * this)","38"
"~TGUIIconComponent","1002a370","void ~TGUIIconComponent(TGUIIconComponent * this)","26"
"TGUIIconComponent","1002a390","undefined TGUIIconComponent(TGUIIconComponent * this)","28"
"GetComponentInfo","1002a3b0","TGUIComponentInfo * GetComponentInfo(TGUIIconComponent * this)","6"
"DeinitialiseStatic","1002a3c0","void DeinitialiseStatic(void)","1"
"CreateObjectInPlace","1002a3d0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","1002a3f0","TObject * CreateObject(void)","29"
"GetClass","1002a410","TClass * GetClass(TGUIIconComponent * this)","6"
"GetElements","1002a420","TGUIElement * GetElements(TGUIIconComponent * this)","6"
