"Name","Location","FunctionSignature","FunctionSize"
"Imp_Command_WanderLines","00635840","bool Imp_Command_WanderLines(ALODRoadSteer * this)","3"
"Imp_Command_SetTargetPoint","00635850","bool Imp_Command_SetTargetPoint(ALODRoadSteer * this\, TVector3 * param_1\, TVector3 * param_2)","5"
"GetSteerKinematics","00635860","ASteerKinematics * GetSteerKinematics(ALODRoadSteer * this)","4"
"FUN_00635870","00635870","undefined FUN_00635870(float * param_1\, float * param_2\, int param_3\, int param_4\, TVector2 * param_5\, int param_6\, float param_7\, int param_8)","12069"
"ACreatureSteer","00638ba0","undefined ACreatureSteer(ACreatureSteer * this)","146"
"Serialise","00638c40","bool Serialise(ACreatureSteer * this\, ASaveData * param_1\, AUnit * param_2\, int param_3)","82"
"Deserialise","00638ca0","bool Deserialise(ACreatureSteer * this\, ASaveData * param_1\, AUnit * param_2\, int param_3)","206"
"~ACreatureSteer","00638d70","void ~ACreatureSteer(ACreatureSteer * this)","144"
"GetCommandDir","00638e00","void GetCommandDir(ACreatureSteer * this\, TVector3 * param_1\, float param_2)","284"
"ProcessTick","00638f20","void ProcessTick(ACreatureSteer * this\, float param_1)","2569"
"HardAvoidWorldAsSphere","006399f0","void HardAvoidWorldAsSphere(ACreatureSteer * this\, ASteerManager * param_1\, float param_2)","695"
"HardAvoidWorld","00639cb0","void HardAvoidWorld(ACreatureSteer * this\, ASteerManager * param_1\, float param_2)","74"
"HardAvoidSphereCapsule","00639d00","void HardAvoidSphereCapsule(ACreatureSteer * this\, float param_1\, ASteer * param_2\, float param_3\, float param_4)","1041"
"HardAvoidSphereSphere","0063a120","void HardAvoidSphereSphere(ACreatureSteer * this\, float param_1\, ASteer * param_2\, float param_3)","445"
"HardAvoidObject","0063a2e0","void HardAvoidObject(ACreatureSteer * this\, ASteerManager * param_1\, ASteer * param_2\, float param_3)","217"
"SoftAvoidAsSphere","0063a3c0","void SoftAvoidAsSphere(ACreatureSteer * this\, ASteerManager * param_1\, float param_2\, float param_3\, float * param_4\, float * param_5)","396"
"ComputeFieldImpulses","0063a550","void ComputeFieldImpulses(ACreatureSteer * this\, float * param_1\, float * param_2\, float param_3)","666"
"ComputeTreeImpulses","0063a850","void ComputeTreeImpulses(ACreatureSteer * this\, float * param_1\, float * param_2\, float param_3)","855"
"ProcessSeekPoint","0063abf0","bool ProcessSeekPoint(ACreatureSteer * this\, TVector2 * param_1\, TVector3 * param_2\, float param_3)","2864"
"ProcessSeekUnit","0063b720","bool ProcessSeekUnit(ACreatureSteer * this\, TVector3 * param_1\, float param_2)","169"
"ProcessStationary","0063b7d0","bool ProcessStationary(ACreatureSteer * this\, TVector3 * param_1)","79"
"ProcessAvoidUnit","0063b820","bool ProcessAvoidUnit(ACreatureSteer * this\, TVector3 * param_1\, float param_2)","646"
"ProcessFaceDirection","0063bab0","bool ProcessFaceDirection(ACreatureSteer * this\, TVector3 * param_1)","173"
"ProcessPushed","0063bb60","bool ProcessPushed(ACreatureSteer * this\, TVector3 * param_1\, float param_2)","210"
"WeighAvoidPosition","0063bc40","float WeighAvoidPosition(ACreatureSteer * this\, TVector2 * param_1\, TVector2 * param_2\, TVector2 * param_3)","605"
"ModifyTurningForSpeed","0063bec0","float ModifyTurningForSpeed(ACreatureSteer * this\, float param_1)","236"
"GetFlockImpulses","0063bfb0","bool GetFlockImpulses(ACreatureSteer * this\, TVector3 * param_1)","452"
"BresCheckConnected","0063c180","bool BresCheckConnected(ACreatureSteer * this\, int param_1\, int param_2\, int param_3\, int param_4)","553"
"GetTargetCoordinates","0063c3c0","bool GetTargetCoordinates(ACreatureSteer * this\, unsigned_short * param_1\, unsigned_short * param_2)","72"
"IsPathObstructed","0063c410","bool IsPathObstructed(ACreatureSteer * this\, ASteerManager * param_1\, unsigned_int param_2\, unsigned_int param_3\, unsigned_int param_4\, unsigned_int param_5\, int * param_6\, int * param_7)","297"
"InterpolateDir","0063c540","void InterpolateDir(ACreatureSteer * this\, TVector2 * param_1\, TVector2 * param_2\, TVector2 * param_3\, float param_4)","266"
"DynamicObjectCollision","0063c650","void DynamicObjectCollision(ACreatureSteer * this\, float param_1\, unsigned_int param_2)","182"
"GetRadius","0063c710","float GetRadius(ACreatureSteer * this)","42"
"PredictFuturePosition","0063c740","void PredictFuturePosition(ACreatureSteer * this\, float param_1\, TVector3 * param_2)","83"
"AvoidOtherObject","0063c7a0","void AvoidOtherObject(ACreatureSteer * this\, ASteerManager * param_1\, ASteer * param_2\, float param_3\, ACreatureSteerInfluence * param_4)","570"
"GetVelocity","0063c9e0","void GetVelocity(ACreatureSteer * this\, TVector3 * param_1)","71"
"ObjectObstructedPush","0063ca30","void ObjectObstructedPush(ACreatureSteer * this\, unsigned_char * param_1\, unsigned_char param_2\, TVector2 * param_3)","85"
"SetSteerStuck","0063ca90","void SetSteerStuck(ACreatureSteer * this)","51"
"SetTimeQuantum","0063cad0","bool SetTimeQuantum(ACreatureSteer * this\, float * param_1\, float * param_2)","163"
"Imp_Update","0063cb80","bool Imp_Update(ACreatureSteer * this\, float param_1)","167"
"Imp_Command_SetTargetPoint","0063cc30","bool Imp_Command_SetTargetPoint(ACreatureSteer * this\, TVector3 * param_1\, TVector3 * param_2)","131"
"Imp_Command_WanderPathfindingSpecific","0063ccc0","bool Imp_Command_WanderPathfindingSpecific(ACreatureSteer * this)","138"
"Imp_Command_WanderLines","0063cd50","bool Imp_Command_WanderLines(ACreatureSteer * this)","256"
"Imp_Command_SetTargetUnit","0063ce50","bool Imp_Command_SetTargetUnit(ACreatureSteer * this\, AUnit * param_1\, bool param_2\, bool param_3\, bool param_4)","232"
"Imp_Command_SetAvoidUnit","0063cf40","bool Imp_Command_SetAvoidUnit(ACreatureSteer * this\, AUnit * param_1\, float param_2\, bool param_3)","338"
"Imp_Command_SeekActionPoint","0063d0a0","bool Imp_Command_SeekActionPoint(ACreatureSteer * this\, AUnit * param_1\, AActionPoint * param_2\, bool param_3)","227"
"Imp_Command_FaceDirection","0063d190","bool Imp_Command_FaceDirection(ACreatureSteer * this\, TVector3 * param_1)","93"
"Imp_Command_SetPushed","0063d1f0","bool Imp_Command_SetPushed(ACreatureSteer * this\, TVector3 * param_1\, float param_2)","161"
"Imp_SetPosition","0063d2a0","bool Imp_SetPosition(ACreatureSteer * this\, TVector3 * param_1)","65"
"Imp_Create","0063d2f0","bool Imp_Create(ACreatureSteer * this\, ASteerTraits * param_1\, TVector3 * param_2\, int param_3)","193"
"Imp_Create","0063d3c0","bool Imp_Create(ACreatureSteer * this\, ASteer * param_1\, int param_2)","283"
"SetSeekPoint","0063d4e0","bool SetSeekPoint(ACreatureSteer * this\, TVector3 * param_1\, TVector3 * param_2)","127"
"SetSpeedStates","0063d560","bool SetSpeedStates(ACreatureSteer * this\, bool param_1\, bool param_2)","290"
"ComputeTarget","0063d690","bool ComputeTarget(ACreatureSteer * this\, TVector2 * param_1\, TVector2 * param_2\, bool param_3)","1459"
"ClearCreaturePaths","0063dca0","void ClearCreaturePaths(TVector3 * param_1\, float param_2)","159"
"IsAvoidanceSteer","0063deb0","bool IsAvoidanceSteer(ACreatureSteer * this)","20"
"ResetCommandFlags","0063ded0","void ResetCommandFlags(ACreatureSteer * this)","18"
"Imp_SetLockToGround","0063def0","void Imp_SetLockToGround(ACreatureSteer * this\, bool param_1)","48"
"Imp_StopSteeringEffect","0063df20","void Imp_StopSteeringEffect(ACreatureSteer * this)","18"
"Imp_StartSteeringEffect","0063df40","void Imp_StartSteeringEffect(ACreatureSteer * this)","18"
"Imp_SetFacing","0063df60","void Imp_SetFacing(ACreatureSteer * this\, TVector3 * param_1)","37"
"Imp_ClearTarget","0063df90","void Imp_ClearTarget(ACreatureSteer * this)","16"
"Imp_GetCollisionRadius","0063dfa0","float Imp_GetCollisionRadius(ACreatureSteer * this)","10"
"Imp_Draw","0063dfb0","void Imp_Draw(ACreatureSteer * this)","1"
"Imp_Command_None","0063dfc0","bool Imp_Command_None(ACreatureSteer * this)","40"
"Imp_Command_StandStill","0063dff0","bool Imp_Command_StandStill(ACreatureSteer * this)","24"
"Imp_Command_SeekRandomly","0063e010","bool Imp_Command_SeekRandomly(ACreatureSteer * this)","3"
"Imp_HasArrived","0063e020","bool Imp_HasArrived(ACreatureSteer * this)","19"
"ClearSteerStuck","0063e040","void ClearSteerStuck(ACreatureSteer * this)","18"
"GetSteerStuck","0063e060","bool GetSteerStuck(ACreatureSteer * this)","22"
"GetSpeedRatio","0063e080","float GetSpeedRatio(ACreatureSteer * this)","85"
"SetAngularSpeed","0063e0e0","void SetAngularSpeed(ACreatureSteer * this\, float param_1)","13"
"DiscardCurrentPath","0063e0f0","void DiscardCurrentPath(ACreatureSteer * this)","21"
"SetDesiredSpeed","0063e110","void SetDesiredSpeed(ACreatureSteer * this\, float param_1)","13"
"GetSpeedFromModifier","0063e120","float GetSpeedFromModifier(ACreatureSteer * this\, float param_1)","16"
"GetMovementDir","0063e130","void GetMovementDir(ACreatureSteer * this\, TVector3 * param_1)","47"
"GetEffectiveSpeed","0063e160","float GetEffectiveSpeed(ACreatureSteer * this)","37"
"CollisionOccured","0063e190","bool CollisionOccured(ACreatureSteer * this\, AUnit * param_1\, TVector3 * param_2\, bool * param_3)","8"
"GetTargetPosition","0063e1a0","TVector3 * GetTargetPosition(ACreatureSteer * this)","9"
"GetAngularVelocity","0063e1b0","float GetAngularVelocity(ACreatureSteer * this)","7"
"GetMaxSpeed","0063e1c0","float GetMaxSpeed(ACreatureSteer * this)","13"
"GetSpeed","0063e1d0","float GetSpeed(ACreatureSteer * this)","7"
"PostDeserialiseLink","0063e1e0","void PostDeserialiseLink(ACreatureSteer * this)","1"
"DeinitialiseStatic","0063e1f0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","0063e200","void InitialiseStatic(void)","1"
"CreateObjectInPlace","0063e210","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","0063e230","TObject * CreateObject(void)","37"
"GetClass","0063e260","TClass * GetClass(ACreatureSteer * this)","6"
"ASafariSteer","0063e310","undefined ASafariSteer(ASafariSteer * this)","529"
"~ASafariSteer","0063e530","void ~ASafariSteer(ASafariSteer * this)","227"
"AssignSafariNetwork","0063e620","void AssignSafariNetwork(ASafariSteer * this\, ASafariNetwork * param_1)","78"
"PrepareRide","0063e670","void PrepareRide(ASafariSteer * this)","227"
"SetCurrentGradient","0063e760","void SetCurrentGradient(ASafariSteer * this\, float * param_1)","203"
"Brake","0063e830","void Brake(ASafariSteer * this)","168"
"IsMountain","0063e8e0","bool IsMountain(unsigned_int * param_1\, unsigned_int * param_2\, float * param_3)","161"
"IsDeepWater","0063e990","bool IsDeepWater(unsigned_int * param_1\, unsigned_int * param_2\, float * param_3)","151"
"Command_Rotate","0063ea30","void Command_Rotate(ASafariSteer * this\, float param_1)","78"
"Command_Translate","0063ea80","void Command_Translate(ASafariSteer * this\, TVector2 * param_1)","596"
"Serialise","0063ecf0","bool Serialise(ASafariSteer * this\, ASaveData * param_1\, AUnit * param_2\, int param_3)","472"
"Deserialise","0063eed0","bool Deserialise(ASafariSteer * this\, ASaveData * param_1\, AUnit * param_2\, int param_3)","668"
"SetUserControlled","0063f170","void SetUserControlled(ASafariSteer * this\, bool param_1)","46"
"Imp_Update","0063f1a0","bool Imp_Update(ASafariSteer * this\, float param_1)","856"
"Imp_SetPosition","0063f510","bool Imp_SetPosition(ASafariSteer * this\, TVector3 * param_1)","169"
"Imp_Create","0063f5c0","bool Imp_Create(ASafariSteer * this\, ASteerTraits * param_1\, TVector3 * param_2\, int param_3)","444"
"SteerVehicle","0063f780","void SteerVehicle(ASafariSteer * this\, float param_1)","797"
"AutoSteer","0063faa0","void AutoSteer(ASafariSteer * this\, float param_1)","387"
"ManualSteer","0063fc30","void ManualSteer(ASafariSteer * this\, float param_1)","90"
"OnReturnToDepot","0063fc90","void OnReturnToDepot(ASafariSteer * this)","53"
"AvoidUnits","0063fcd0","void AvoidUnits(ASafariSteer * this)","1233"
"AvoidVisitor","00640230","void AvoidVisitor(ASafariSteer * this\, AVisitorInterface * param_1)","312"
"AvoidDinosaur","00640370","void AvoidDinosaur(ASafariSteer * this\, AUnitDinosaur * param_1)","948"
"AvoidActiveUnit","00640730","void AvoidActiveUnit(ASafariSteer * this\, AActiveUnit * param_1)","653"
"AvoidOtherObject","006409c0","void AvoidOtherObject(ASafariSteer * this\, AUnit * param_1)","215"
"AvoidOtherVehicle","00640aa0","void AvoidOtherVehicle(ASafariSteer * this\, AUnit * param_1)","178"
"ApplyVelocity","00640b60","void ApplyVelocity(ASafariSteer * this\, float param_1)","1304"
"ApplyDirection","00641080","void ApplyDirection(ASafariSteer * this\, float param_1)","170"
"AdjustVelocity","00641130","void AdjustVelocity(ASafariSteer * this\, bool param_1\, float param_2\, bool param_3\, float param_4)","511"
"IncreaseVelocity","00641330","void IncreaseVelocity(ASafariSteer * this\, float param_1\, float param_2)","87"
"DecreaseVelocity","00641390","void DecreaseVelocity(ASafariSteer * this\, float param_1\, float param_2)","101"
"AdjustDirection","00641400","void AdjustDirection(ASafariSteer * this\, float param_1\, float param_2)","602"
"CalculateAngleToTarget2D","00641660","float CalculateAngleToTarget2D(ASafariSteer * this\, TVector3 * param_1)","100"
"UpdateFuel","006416d0","void UpdateFuel(ASafariSteer * this\, float param_1)","225"
"IsAreaObstructed","006417c0","bool IsAreaObstructed(ASafariSteer * this\, TVector3 * param_1)","168"
"DoHardCollisions_Unit","00641870","void DoHardCollisions_Unit(ASafariSteer * this\, AUnit * param_1)","882"
"CreateGarageColliders","00641bf0","void CreateGarageColliders(ASafariSteer * this)","940"
"DetectCollision","00641fa0","bool DetectCollision(ASafariSteer * this\, TVector2 * param_1\, TVector2 * param_2\, float * param_3\, CollisionType * param_4)","3363"
"DoBuildingCollisionVoiceOver","00642cd0","void DoBuildingCollisionVoiceOver(ASafariSteer * this)","59"
"DoDinoCollisionVoiceOver","00642d10","void DoDinoCollisionVoiceOver(ASafariSteer * this)","59"
"DoVisitorCollisionVoiceOver","00642d50","void DoVisitorCollisionVoiceOver(ASafariSteer * this)","59"
"LoadUnitSpecificData","00642d90","void LoadUnitSpecificData(ASafariSteer * this)","197"
"FUN_00642ff0","00642ff0","undefined FUN_00642ff0(int * * param_1)","34"
"CalculateVehicleMomentum","00643020","TVector3 CalculateVehicleMomentum(ASafariSteer * this\, float * param_1)","7"
"DetermineGearSpeeds","00643030","void DetermineGearSpeeds(ASafariSteer * this\, float * param_1)","3"
"UpdateRPM","00643040","void UpdateRPM(ASafariSteer * this)","1"
"ClipToTerrain","00643050","void ClipToTerrain(ASafariSteer * this\, TVector3 * param_1)","3"
"MaxTurnRate","00643060","float MaxTurnRate(ASafariSteer * this)","28"
"DistanceToTarget","00643080","float DistanceToTarget(ASafariSteer * this\, TVector3 * param_1)","38"
"StopAndWait","006430b0","void StopAndWait(ASafariSteer * this)","18"
"Imp_StopSteeringEffect","006430d0","void Imp_StopSteeringEffect(ASafariSteer * this)","8"
"Imp_StartSteeringEffect","006430e0","void Imp_StartSteeringEffect(ASafariSteer * this)","8"
"Imp_IsInBuilding","006430f0","bool Imp_IsInBuilding(ASafariSteer * this\, AUnit * param_1)","5"
"Imp_SetFacing","00643100","void Imp_SetFacing(ASafariSteer * this\, TVector3 * param_1)","24"
"Imp_Create","00643120","bool Imp_Create(ASafariSteer * this\, ASteer * param_1\, int param_2)","8"
"Imp_GetCollisionRadius","00643130","float Imp_GetCollisionRadius(ASafariSteer * this)","10"
"Imp_Draw","00643140","void Imp_Draw(ASafariSteer * this)","1"
"Imp_Command_SetAvoidUnit","00643150","bool Imp_Command_SetAvoidUnit(ASafariSteer * this\, AUnit * param_1\, float param_2\, bool param_3)","8"
"Imp_Command_StandStill","00643160","bool Imp_Command_StandStill(ASafariSteer * this)","6"
"Imp_Command_SetTargetPoint","00643170","bool Imp_Command_SetTargetPoint(ASafariSteer * this\, TVector3 * param_1\, TVector3 * param_2)","45"
"ImpassableWaterDepth","006431a0","float ImpassableWaterDepth(void)","7"
"ImpassableMountainHeight","006431b0","float ImpassableMountainHeight(void)","9"
"ThrowEvent_JeepDestroyed","006431c0","void ThrowEvent_JeepDestroyed(ASafariSteer * this)","25"
"GetNormalisedRPMs","006431e0","float GetNormalisedRPMs(ASafariSteer * this)","4"
"ReloadUnitSpecificData","006431f0","void ReloadUnitSpecificData(ASafariSteer * this)","31"
"SetRestPoint","00643210","void SetRestPoint(ASafariSteer * this\, TVector3 * param_1)","42"
"StopSteer","00643240","void StopSteer(ASafariSteer * this)","9"
"StartSteer","00643250","void StartSteer(ASafariSteer * this)","22"
"IsHeadingForEndPoint","00643270","bool IsHeadingForEndPoint(ASafariSteer * this)","15"
"IsHeadingForStartPoint","00643280","bool IsHeadingForStartPoint(ASafariSteer * this)","15"
"Command_SetUserControl","00643290","bool Command_SetUserControl(ASafariSteer * this\, bool param_1)","48"
"Command_SetTargetPoint","006432c0","bool Command_SetTargetPoint(ASafariSteer * this\, TVector3 * param_1\, TVector3 * param_2)","23"
"SetDesiredPosition","006432e0","void SetDesiredPosition(ASafariSteer * this\, TVector3 * param_1)","40"
"SetFacingDir","00643310","void SetFacingDir(ASafariSteer * this\, TVector3 * param_1)","24"
"GetPosition","00643330","void GetPosition(ASafariSteer * this\, TVector3 * param_1)","24"
"GetVelocity","00643350","void GetVelocity(ASafariSteer * this\, TVector3 * param_1)","56"
"GetVelocity","00643390","TVector3 GetVelocity(ASafariSteer * this)","30"
"GetPosition","006433b0","TVector3 GetPosition(ASafariSteer * this)","24"
"DeinitialiseStatic","006433d0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","006433e0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","006433f0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00643410","TObject * CreateObject(void)","37"
"GetClass","00643440","TClass * GetClass(ASafariSteer * this)","6"
"AStationarySteer","006434e0","undefined AStationarySteer(AStationarySteer * this)","21"
"Serialise","00643500","bool Serialise(AStationarySteer * this\, ASaveData * param_1\, AUnit * param_2\, int param_3)","72"
"Deserialise","00643550","bool Deserialise(AStationarySteer * this\, ASaveData * param_1\, AUnit * param_2\, int param_3)","72"
"Imp_Create","006435a0","bool Imp_Create(AStationarySteer * this\, ASteer * param_1\, int param_2)","46"
"Imp_SetFacing","00643630","void Imp_SetFacing(AStationarySteer * this\, TVector3 * param_1)","24"
"Imp_Create","00643650","bool Imp_Create(AStationarySteer * this\, ASteerTraits * param_1\, TVector3 * param_2\, int param_3)","54"
"Imp_SetPosition","00643690","bool Imp_SetPosition(AStationarySteer * this\, TVector3 * param_1)","29"
"Imp_ClearTarget","006436b0","void Imp_ClearTarget(AStationarySteer * this)","1"
"Imp_GetCollisionRadius","006436c0","float Imp_GetCollisionRadius(AStationarySteer * this)","9"
"~AStationarySteer","006436d0","void ~AStationarySteer(AStationarySteer * this)","16"
"DeinitialiseStatic","006436e0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","006436f0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00643700","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00643720","TObject * CreateObject(void)","34"
"GetClass","00643750","TClass * GetClass(AStationarySteer * this)","6"
"ASteer","00643760","undefined ASteer(ASteer * this)","45"
"ASteer","00643790","undefined ASteer(ASteer * this\, ASteer * param_1)","56"
"Create","006437d0","bool Create(ASteer * this\, ASteer * param_1\, int param_2)","105"
"GetPosition","00643840","TVector3 GetPosition(ASteer * this)","42"
"GetFacingDir","00643870","TVector3 GetFacingDir(ASteer * this)","42"
"GetVelocity","006438a0","TVector3 GetVelocity(ASteer * this)","27"
"GetMovementDir","006438c0","TVector3 GetMovementDir(ASteer * this)","42"
"GetPosition","006438f0","void GetPosition(ASteer * this\, TVector3 * param_1)","40"
"GetFacingDir","00643920","void GetFacingDir(ASteer * this\, TVector3 * param_1)","40"
"GetVelocity","00643950","void GetVelocity(ASteer * this\, TVector3 * param_1)","53"
"GetSpeed","00643990","float GetSpeed(ASteer * this)","16"
"GetAngularVelocity","006439a0","float GetAngularVelocity(ASteer * this)","16"
"SetSeekOffset","006439b0","bool SetSeekOffset(ASteer * this\, float param_1)","25"
"SetSpeed","006439d0","void SetSpeed(ASteer * this\, float param_1)","25"
"SetDesiredSpeed","006439f0","void SetDesiredSpeed(ASteer * this\, float param_1)","62"
"SetPosition","00643a30","void SetPosition(ASteer * this\, TVector3 * param_1)","25"
"SetFacingDir","00643a50","void SetFacingDir(ASteer * this\, TVector3 * param_1)","25"
"ValidateLOD","00643a70","void ValidateLOD(ASteer * this\, int * param_1)","37"
"CalcPathFollowSteer","00643aa0","bool CalcPathFollowSteer(ASteer * this\, bool * param_1\, TVector3 * param_2\, TVector3 * param_3\, TVector3 * param_4\, float param_5)","590"
"CalcPathFollowSteer2D","00643cf0","bool CalcPathFollowSteer2D(ASteer * this\, bool * param_1\, TVector2 * param_2\, TVector2 * param_3\, TVector2 * param_4\, float param_5)","683"
"GetRelativeToVehicle2D","00643fa0","TVector2 GetRelativeToVehicle2D(ASteer * this\, TVector2 * param_1)","124"
"SerialiseKinematics","00644020","void SerialiseKinematics(ASteer * this\, ASaveData * param_1)","59"
"DeserialiseKinematics","00644060","ASteerKinematics * DeserialiseKinematics(ASteer * this\, ASaveData * param_1\, TClass * param_2)","71"
"FUN_00644110","00644110","undefined * * FUN_00644110(undefined * * param_1)","13"
"SetOwner","00644120","void SetOwner(ASteer * this\, AUnit * param_1)","66"
"ToggleDebugFlag","00644170","void ToggleDebugFlag(unsigned_int param_1)","39"
"SetDebugFlag","006441a0","void SetDebugFlag(unsigned_int param_1\, bool param_2)","33"
"SetPositionOffset","006441d0","void SetPositionOffset(ASteer * this\, TVector3 * param_1)","3"
"SetVelocity","006441e0","void SetVelocity(ASteer * this\, TVector3 * param_1)","3"
"GetOrientation","006441f0","void GetOrientation(ASteer * this\, TQuaternion * param_1)","3"
"HasQuaternionOrientation","00644200","bool HasQuaternionOrientation(ASteer * this)","3"
"GetSpeedFromModifier","00644210","float GetSpeedFromModifier(ASteer * this\, float param_1)","37"
"GetSpeedRatio","00644240","float GetSpeedRatio(ASteer * this)","20"
"GetTraits","00644260","ASteerTraits * GetTraits(ASteer * this)","12"
"GetMovementDir","00644270","void GetMovementDir(ASteer * this\, TVector3 * param_1)","43"
"Deserialise","006442a0","bool Deserialise(ASteer * this\, ASaveData * param_1\, AUnit * param_2\, int param_3)","50"
"Serialise","006442e0","bool Serialise(ASteer * this\, ASaveData * param_1\, AUnit * param_2\, int param_3)","32"
"~ASteer","00644300","void ~ASteer(ASteer * this)","61"
"DeinitialiseStatic","00644340","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00644350","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00644360","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","00644370","TObject * CreateObject(void)","3"
"GetClass","00644380","TClass * GetClass(ASteer * this)","6"
"CreateBoundingBox","00644410","void CreateBoundingBox(ACollider2D * this\, TVector2 * param_1\, TVector2 * param_2\, float * param_3\, float * param_4)","717"
"CreateBoundingBox","006446e0","void CreateBoundingBox(ACollider2D * this\, TVector2 * param_1)","101"
"IsInsideBox","00644750","bool IsInsideBox(ACollider2D * this\, TVector2 * param_1\, float * param_2\, TVector2 * param_3)","189"
"Debug_DrawCollisionObject","00644960","void Debug_DrawCollisionObject(ACollider2D * this\, TVector3 * param_1)","3"
"~ACollider2D","00644970","void ~ACollider2D(ACollider2D * this)","13"
"ACollider2D","00644980","undefined ACollider2D(ACollider2D * this)","22"
"DeinitialiseStatic","006449a0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","006449b0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","006449c0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","006449e0","TObject * CreateObject(void)","34"
"GetClass","00644a10","TClass * GetClass(ACollider2D * this)","6"
"ADynamics","00644aa0","undefined ADynamics(ADynamics * this)","172"
"Serialise","00644b50","bool Serialise(ADynamics * this\, ASaveData * param_1)","262"
"Deserialise","00644c60","bool Deserialise(ADynamics * this\, ASaveData * param_1)","262"
"OnUpdate","00644d70","bool OnUpdate(ADynamics * this\, float param_1)","211"
"UpdateTumbleEffect","00644e50","bool UpdateTumbleEffect(ADynamics * this\, float param_1\, bool * param_2\, bool * param_3)","1078"
"UpdateTumbleEffect_Integrate","00645290","bool UpdateTumbleEffect_Integrate(ADynamics * this\, float param_1)","85"
"Effect_EmitDust","006452f0","void Effect_EmitDust(ADynamics * this\, TVector3 * param_1)","165"
"UseIntegration_RungeKutter","006454f0","void UseIntegration_RungeKutter(ADynamics * this)","13"
"UseIntegration_Euler","00645500","void UseIntegration_Euler(ADynamics * this)","13"
"TumbleEffect_EmitDust","00645510","void TumbleEffect_EmitDust(ADynamics * this\, bool param_1)","32"
"SetYawSpeedToVelocityRatio","00645530","void SetYawSpeedToVelocityRatio(ADynamics * this\, float * param_1)","12"
"SetRollSpeedToVelocityRatio","00645540","void SetRollSpeedToVelocityRatio(ADynamics * this\, float * param_1)","12"
"SetYawSpeedBase","00645550","void SetYawSpeedBase(ADynamics * this\, float * param_1)","12"
"SetRollSpeedBase","00645560","void SetRollSpeedBase(ADynamics * this\, float * param_1)","12"
"SetFriction","00645570","void SetFriction(ADynamics * this\, float * param_1)","20"
"SetBounceFactor","00645590","void SetBounceFactor(ADynamics * this\, float * param_1)","12"
"StartTumbleEffect","006455a0","void StartTumbleEffect(ADynamics * this\, TVector3 * param_1)","31"
"SetCollisionRadius","006455c0","void SetCollisionRadius(ADynamics * this\, float * param_1)","12"
"SetEuler","006455d0","void SetEuler(ADynamics * this\, float * param_1\, float * param_2)","21"
"SetCurrentVelocity","006455f0","void SetCurrentVelocity(ADynamics * this\, TVector3 * param_1)","24"
"SetCurrentPosition","00645610","void SetCurrentPosition(ADynamics * this\, TVector3 * param_1)","24"
"SetCurrentOrientation","00645630","void SetCurrentOrientation(ADynamics * this\, TQuaternion * param_1)","30"
"Initialise","00645650","void Initialise(ADynamics * this)","1"
"~ADynamics","00645660","void ~ADynamics(ADynamics * this)","52"
"DeinitialiseStatic","006456a0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","006456b0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","006456c0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","006456e0","TObject * CreateObject(void)","34"
"GetClass","00645710","TClass * GetClass(ADynamics * this)","6"
"Initialise","00645720","bool Initialise(AKinematicsObstructionArray * this\, TVector3 * param_1\, TVector3 * param_2\, PProperties * param_3)","667"
"AffectUnit","006459e0","void AffectUnit(AKinematicsObstructionArray * this\, TVector3 * param_1\, TVector3 * param_2\, TVector3 * param_3)","88"
"GetEarlyStopRadius","00645a40","float GetEarlyStopRadius(AKinematicsObstructionArray * this\, TVector3 * param_1)","104"
"DeleteAll","00645ad0","void DeleteAll(AKinematicsObstructionArray * this)","130"
"FUN_00645bc0","00645bc0","undefined FUN_00645bc0(int * * param_1)","34"
"~AKinematicsObstructionArray","00645bf0","void ~AKinematicsObstructionArray(AKinematicsObstructionArray * this)","26"
"AKinematicsObstructionArray","00645c10","undefined AKinematicsObstructionArray(AKinematicsObstructionArray * this)","20"
"~AKinematicsObstruction","00645c30","void ~AKinematicsObstruction(AKinematicsObstruction * this)","13"
"AKinematicsObstruction","00645c40","undefined AKinematicsObstruction(AKinematicsObstruction * this)","22"
"DeinitialiseStatic","00645c60","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00645c70","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00645c80","TObject * CreateObjectInPlace(void * param_1)","5"
"CreateObject","00645c90","TObject * CreateObject(void)","3"
