"Name","Location","FunctionSignature","FunctionSize"
"Rotate","10023480","void Rotate(TMatrix44 * this\, float param_1\, float param_2\, float param_3)","47"
"Scale","100234b0","void Scale(TMatrix44 * this\, float param_1)","19"
"IsIdentity","100234d0","bool IsIdentity(TMatrix44 * this)","15"
"Divide","100234e0","void Divide(TMatrix44 * this\, float param_1)","32"
"Multiply","10023500","void Multiply(TMatrix44 * this\, float param_1)","18"
"Subtract","10023520","void Subtract(TMatrix44 * this\, TMatrix44 * param_1)","18"
"Add","10023540","void Add(TMatrix44 * this\, TMatrix44 * param_1)","18"
"Invert","10023560","bool Invert(TMatrix44 * this)","11"
"Divide","10023570","void Divide(TMatrix44 * this\, TMatrix44 * param_1\, float param_2)","36"
"operator/","100235a0","TMatrix44 * operator/(TMatrix44 * this\, TMatrix44 * __return_storage_ptr__\, float param_1)","24"
"operator*","100235c0","TMatrix44 * operator*(TMatrix44 * this\, TMatrix44 * __return_storage_ptr__\, float param_1)","24"
"operator*","100235e0","TMatrix44 * operator*(TMatrix44 * this\, TMatrix44 * __return_storage_ptr__\, TMatrix44 * param_1)","24"
"operator-","10023600","TMatrix44 * operator-(TMatrix44 * this\, TMatrix44 * __return_storage_ptr__\, TMatrix44 * param_1)","24"
"operator+","10023620","TMatrix44 * operator+(TMatrix44 * this\, TMatrix44 * __return_storage_ptr__\, TMatrix44 * param_1)","24"
"operator=","10023640","TMatrix44ID * operator=(TMatrix44ID * this\, TMatrix44ID * param_1)","28"
"TMatrix44ID","10023660","undefined TMatrix44ID(TMatrix44ID * this\, TMatrix44ID * param_1)","109"
"TMatrix44ID","100236d0","undefined TMatrix44ID(TMatrix44ID * this)","3"
"GetID","100236e0","uint GetID(TMatrix44ID * this)","4"
"SetID","100236f0","void SetID(TMatrix44ID * this\, uint param_1)","10"
"operator=","10023700","TMatrix44 * operator=(TMatrix44 * this\, TMatrix44 * param_1)","103"
"DebugPrint","10023770","void DebugPrint(TMatrix44 * this\, char * param_1)","3"
"SetBasisVector4","10023780","void SetBasisVector4(TMatrix44 * this\, int param_1\, TVector4 * param_2)","42"
"GetBasisVector4","100237b0","void GetBasisVector4(TMatrix44 * this\, int param_1\, TVector4 * param_2)","42"
"AsBasisVector4","100237e0","TVector4 * AsBasisVector4(TMatrix44 * this\, int param_1)","13"
"AsBasisVector4","100237f0","TVector4 * AsBasisVector4(TMatrix44 * this\, int param_1)","13"
"SetBasisVector3","10023800","void SetBasisVector3(TMatrix44 * this\, int param_1\, TVector3 * param_2)","35"
"GetBasisVector3","10023830","void GetBasisVector3(TMatrix44 * this\, int param_1\, TVector3 * param_2)","35"
"AsBasisVector3","10023860","TVector3 * AsBasisVector3(TMatrix44 * this\, int param_1)","13"
"AsBasisVector3","10023870","TVector3 * AsBasisVector3(TMatrix44 * this\, int param_1)","13"
"Set","10023880","void Set(TMatrix44 * this\, float param_1\, float param_2\, float param_3\, float param_4\, float param_5\, float param_6\, float param_7\, float param_8\, float param_9\, float param_10\, float param_11\, float param_12\, float param_13\, float param_14\, float param_15\, float param_16)","114"
"operator!=","10023900","bool operator!=(TMatrix44 * this\, TMatrix44 * param_1)","27"
"operator==","10023920","bool operator==(TMatrix44 * this\, TMatrix44 * param_1)","17"
"operator/=","10023940","TMatrix44 * operator/=(TMatrix44 * this\, float param_1)","21"
"operator*=","10023960","TMatrix44 * operator*=(TMatrix44 * this\, float param_1)","21"
"operator*=","10023980","TMatrix44 * operator*=(TMatrix44 * this\, TMatrix44 * param_1)","21"
"operator-=","100239a0","TMatrix44 * operator-=(TMatrix44 * this\, TMatrix44 * param_1)","21"
"operator+=","100239c0","TMatrix44 * operator+=(TMatrix44 * this\, TMatrix44 * param_1)","21"
"operator()","100239e0","float * operator()(TMatrix44 * this\, uint param_1\, uint param_2)","19"
"operator()","10023a00","float * operator()(TMatrix44 * this\, uint param_1\, uint param_2)","19"
"TMatrix44","10023a20","undefined TMatrix44(TMatrix44 * this\, float param_1\, float param_2\, float param_3\, float param_4\, float param_5\, float param_6\, float param_7\, float param_8\, float param_9\, float param_10\, float param_11\, float param_12\, float param_13\, float param_14\, float param_15\, float param_16)","106"
"TMatrix44","10023a90","undefined TMatrix44(TMatrix44 * this\, TMatrix44 * param_1)","103"
"TMatrix44","10023b00","undefined TMatrix44(TMatrix44 * this)","3"
"operator=","10023b10","TQuaternion * operator=(TQuaternion * this\, TQuaternion * param_1)","31"
"DebugPrint","10023b30","void DebugPrint(TQuaternion * this\, char * param_1)","3"
"AsVector4","10023b40","TVector4 * AsVector4(TQuaternion * this)","3"
"AsVector4","10023b50","TVector4 * AsVector4(TQuaternion * this)","3"
"GetVectorDirection","10023b60","void GetVectorDirection(TQuaternion * this\, TVector3 * param_1)","23"
"Slerp","10023b80","void Slerp(TQuaternion * this\, TQuaternion * param_1\, float param_2)","23"
"SetInverse","10023ba0","void SetInverse(TQuaternion * this)","17"
"SetConjugate","10023bc0","void SetConjugate(TQuaternion * this)","17"
"Normalise","10023be0","void Normalise(TQuaternion * this)","41"
"Magnitude","10023c10","float Magnitude(TQuaternion * this)","28"
"MagnitudeSq","10023c30","float MagnitudeSq(TQuaternion * this)","26"
"SetIdentity","10023c50","void SetIdentity(TQuaternion * this)","33"
"Set","10023c80","void Set(TQuaternion * this\, float param_1\, float param_2\, float param_3\, float param_4)","30"
"TQuaternion","10023ca0","undefined TQuaternion(TQuaternion * this\, TQuaternion * param_1)","31"
"TQuaternion","10023cc0","undefined TQuaternion(TQuaternion * this\, TVector3 * param_1\, float param_2)","26"
"TQuaternion","10023ce0","undefined TQuaternion(TQuaternion * this\, float param_1\, float param_2\, float param_3\, float param_4)","32"
"TQuaternion","10023d00","undefined TQuaternion(TQuaternion * this)","3"
"TMemFileSystem","10023d10","undefined TMemFileSystem(TMemFileSystem * this\, char * param_1)","180"
"~TMemFileSystem","10023dd0","void ~TMemFileSystem(TMemFileSystem * this)","94"
"CreateFile","10023e30","TFile * CreateFile(TMemFileSystem * this\, TCString * param_1\, uint param_2)","104"
"DestroyFile","10023ea0","void DestroyFile(TMemFileSystem * this\, TFile * param_1)","33"
"CreateFile","10023ed0","TFile * CreateFile(TMemFileSystem * this\, TFile * param_1)","96"
"Read","10023f30","int Read(TMemFile * this\, void * param_1\, int param_2)","150"
"Seek","10023fd0","bool Seek(TMemFile * this\, int param_1\, TSEEK param_2)","93"
"GetCChar","10024030","int GetCChar(TMemFile * this)","45"
"GetWChar","10024060","int GetWChar(TMemFile * this)","45"
"VCPrintf","10024090","int VCPrintf(TMemFile * this\, char * param_1\, char * param_2)","84"
"VWPrintf","100240f0","int VWPrintf(TMemFile * this\, ushort * param_1\, char * param_2)","92"
"DumpFile","10024150","void DumpFile(TMemFile * this)","81"
"Open","100241b0","bool Open(TMemFile * this\, TCString * param_1\, uint param_2)","162"
"Open","10024260","bool Open(TMemFile * this\, TFile * param_1)","88"
"Close","100242c0","void Close(TMemFile * this)","33"
"~TMemFile","100242f0","void ~TMemFile(TMemFile * this)","16"
"TMemFile","10024300","undefined TMemFile(TMemFile * this\, TMemFileSystem * param_1)","38"
"PutWChar","10024330","int PutWChar(TMemFile * this\, ushort param_1)","33"
"PutCChar","10024360","int PutCChar(TMemFile * this\, char param_1)","33"
"GetSize","10024390","int GetSize(TMemFile * this)","4"
"Tell","100243a0","int Tell(TMemFile * this)","7"
"Write","100243b0","int Write(TMemFile * this\, void * param_1\, int param_2)","7"
"MakeInternalPath","100243c0","TCString MakeInternalPath(TMemFileSystem * this\, TCString * param_1)","25"
"MapSizeToFreeList","100243e0","uint MapSizeToFreeList(uint param_1)","68"
"SysAlloc","10024430","void * SysAlloc(uint param_1)","80"
"SysFree","10024480","void SysFree(void * a_pMem)","65"
"TMemory","100244d0","undefined TMemory(TMemory * this)","201"
"GetMemNodeFromAddress","100245a0","MemNode * GetMemNodeFromAddress(void * param_1)","88"
"Alloc","10024600","void * Alloc(TMemory * this\, uint param_1\, uint param_2\, MemBlock * param_3\, char * param_4\, int param_5)","1912"
"Calloc","10024d90","void * Calloc(TMemory * this\, uint param_1\, uint param_2\, MemBlock * param_3\, char * param_4\, int param_5)","151"
"Free","10024e30","bool Free(TMemory * this\, void * a_pAllocated)","1159"
"Realloc","100252d0","void * Realloc(TMemory * this\, void * param_1\, uint param_2\, MemBlock * param_3)","44"
"Recalloc","10025300","void * Recalloc(TMemory * this\, void * param_1\, uint param_2\, MemBlock * param_3)","44"
"GetMemInfo","10025330","void GetMemInfo(MemInfo * param_1\, MemBlock * param_2)","3"
"DumpMemInfo","10025340","void DumpMemInfo(MemInfo * param_1)","242"
"DumpMemInfoToFile","10025440","void DumpMemInfoToFile(MemInfo * param_1\, TFile * param_2)","293"
"TestMemIntegrity","10025570","bool TestMemIntegrity(MemBlock * param_1)","5"
"DebugTestMemoryBlock","10025580","bool DebugTestMemoryBlock(MemBlock * param_1)","277"
"Initialise","100256a0","bool Initialise(void)","42"
"Deinitialise","100256d0","void Deinitialise(TMemory * this)","132"
"AllocMem","10025760","MemBlock * AllocMem(TMemory * this\, void * param_1\, uint param_2\, char * param_3)","743"
"FreeMem","10025a50","bool FreeMem(TMemory * this\, MemBlock * a_pMemBase)","402"
"MemRecurseR","10025bf0","void MemRecurseR(FuncDef2 * param_1\, FuncDef3 * param_2\, MemBlock * param_3\, uint param_4)","201"
"DumpSKUMemoryInfo","10025cc0","void DumpSKUMemoryInfo(void)","1"
"GetFreePhysicalMemory","10025cd0","uint GetFreePhysicalMemory(void)","6"
"MemRecurse","10025ce0","void MemRecurse(FuncDef4 * param_1\, FuncDef5 * param_2\, MemBlock * param_3)","59"
"DebugPrintHALMemInfoToFile","10025d20","void DebugPrintHALMemInfoToFile(HALMemInfo * param_1\, TFile * param_2\, char * param_3)","3"
"DebugPrintHALMemInfo","10025d30","void DebugPrintHALMemInfo(char * param_1)","3"
"DebugPrintFreeMemoryAt","10025d40","void DebugPrintFreeMemoryAt(char * param_1)","3"
"DumpAllocationsToFile","10025d50","void DumpAllocationsToFile(TFile * param_1\, MemBlock * param_2\, int param_3)","3"
"DumpAllocations","10025d60","void DumpAllocations(MemBlock * param_1\, int param_2)","3"
"GetHALMemInfo","10025d70","void GetHALMemInfo(HALMemInfo * param_1)","21"
"GetMarkedHALPhysical","10025d90","uint GetMarkedHALPhysical(void)","22"
"MarkHALPhysical","10025db0","void MarkHALPhysical(void)","9"
"IsMemNodeMB","10025dc0","MemBlock * IsMemNodeMB(MemNode * param_1)","40"
"IsAllocMB","10025df0","MemNode * IsAllocMB(void * param_1)","38"
"GetGlobalBlock","10025e20","MemBlock * GetGlobalBlock(void)","22"
"GetMemManager","10025e40","TMemory * GetMemManager(void)","15"
"~TMemory","10025e50","void ~TMemory(TMemory * this)","512"
"tmemalign","10026070","void * tmemalign(int param_1\, int param_2)","22"
"trealloc","10026090","void * trealloc(void * param_1\, int param_2)","30"
"tcalloc","100260b0","void * tcalloc(int param_1\, int param_2)","30"
"tmalloc","100260d0","void * tmalloc(int param_1\, char * param_2\, int param_3)","22"
"tfree","100260f0","void tfree(void * param_1)","22"
"TMutexLock","100261e0","undefined TMutexLock(TMutexLock * this\, TMutexLock * param_1)","13"
"MakeFunctionString","100261f0","TPCString MakeFunctionString(TMinterm * this\, char * * param_1\, TArray<class_Toshi::TPCString> * param_2)","79"
"MakeFunctionString","10026240","void MakeFunctionString(TMinterm * this\, TCString * param_1\, char * * param_2\, TArray<class_Toshi::TPCString> * param_3)","334"
"MakeFunctionString","100263b0","TPCString MakeFunctionString(TSumOfMinterms * this\, char * * param_1\, TArray<class_Toshi::TPCString> * param_2)","79"
"MakeFunctionString","10026400","void MakeFunctionString(TSumOfMinterms * this\, TCString * param_1\, char * * param_2\, TArray<class_Toshi::TPCString> * param_3)","381"
"ParseFunctionString","10026590","bool ParseFunctionString(TSumOfMinterms * this\, TCString * param_1\, char * * param_2\, TArray<class_Toshi::TPCString> * param_3)","5"
"operator=","100265a0","TSumOfMinterms * operator=(TSumOfMinterms * this\, TSumOfMinterms * param_1)","21"
"~TSumOfMinterms","100265c0","void ~TSumOfMinterms(TSumOfMinterms * this)","24"
"GetTruth","100265e0","bool GetTruth(TSumOfMinterms * this\, uint param_1)","208"
"operator+","100266d0","TSumOfMinterms * operator+(TSumOfMinterms * this\, TMinterm * param_1)","184"
"TSumOfMinterms","10026790","undefined TSumOfMinterms(TSumOfMinterms * this\, TSumOfMinterms * param_1)","28"
"TSumOfMinterms","100267b0","undefined TSumOfMinterms(TSumOfMinterms * this\, TMinterm * param_1)","233"
"TSumOfMinterms","100268a0","undefined TSumOfMinterms(TSumOfMinterms * this\, int param_1)","96"
"TSumOfMinterms","10026910","undefined TSumOfMinterms(TSumOfMinterms * this)","63"
"FUN_10026950","10026950","undefined FUN_10026950(void * this\, undefined4 * param_1)","136"
"FUN_100269f0","100269f0","undefined FUN_100269f0(void * this\, int param_1)","238"
"operator==","10026af0","bool operator==(TMinterm * this\, TMinterm * param_1)","31"
"GetTruth","10026b10","bool GetTruth(TMinterm * this\, uint param_1)","17"
"operator=","10026b30","TMinterm * operator=(TMinterm * this\, TMinterm * param_1)","19"
"TMinterm","10026b50","undefined TMinterm(TMinterm * this\, uint param_1\, uint param_2)","18"
"TMinterm","10026b70","undefined TMinterm(TMinterm * this\, TMinterm * param_1)","19"
"TMinterm","10026b90","undefined TMinterm(TMinterm * this\, bool param_1)","35"
"TMinterm","10026bc0","undefined TMinterm(TMinterm * this)","10"
"InsertBefore","10026bd0","void InsertBefore(TGenericNodeList * this\, TNode * param_1\, TNode * param_2)","111"
"InsertAfter","10026c40","void InsertAfter(TGenericNodeList * this\, TNode * param_1\, TNode * param_2)","111"
"Append","10026cb0","void Append(TGenericNodeList * this\, TGenericNodeList * param_1)","258"
"Remove","10026dc0","TNode * Remove(TGenericNodeList * this\, TNode * param_1)","111"
"RemoveAll","10026e30","void RemoveAll(TGenericNodeList * this)","62"
"Delete","10026e70","void Delete(TGenericNodeList * this\, TNode * param_1)","27"
"DeleteHead","10026e90","void DeleteHead(TGenericNodeList * this)","50"
"DeleteTail","10026ed0","void DeleteTail(TGenericNodeList * this)","50"
"DeleteAll","10026f10","void DeleteAll(TGenericNodeList * this)","48"
"~TNode","10026f40","void ~TNode(TNode * this)","55"
"operator*","10026f80","TNode * operator*(Iterator * this)","58"
"operator++","10026fc0","Iterator * operator++(Iterator * this)","69"
"operator++","10027010","Iterator operator++(Iterator * this\, int param_1)","82"
"operator--","10027070","Iterator * operator--(Iterator * this)","69"
"IsNull","100270c0","bool IsNull(Iterator * this)","15"
"operator!","100270d0","bool operator!(Iterator * this)","10"
"operator!=","100270e0","bool operator!=(Iterator * this\, Iterator * param_1)","18"
"operator==","10027100","bool operator==(Iterator * this\, Iterator * param_1)","18"
"operator_class_Toshi::TGenericNodeList::TNode*","10027120","TNode * operator_class_Toshi::TGenericNodeList::TNode*(Iterator * this)","3"
"operator->","10027130","TNode * operator->(Iterator * this)","3"
"~Iterator","10027140","void ~Iterator(Iterator * this)","1"
"Iterator","10027150","undefined Iterator(Iterator * this\, TNode * param_1)","11"
"Iterator","10027160","undefined Iterator(Iterator * this)","9"
"SetList","10027170","TGenericNodeList * SetList(TNode * this\, TGenericNodeList * param_1)","13"
"GetList","10027180","TGenericNodeList * GetList(TNode * this)","4"
"IsLinked","10027190","bool IsLinked(TNode * this)","25"
"Prev","100271b0","TNode * Prev(TNode * this)","4"
"Next","100271c0","TNode * Next(TNode * this)","4"
"TNode","100271d0","undefined TNode(TNode * this)","29"
"MakeIterator","100271f0","Iterator MakeIterator(TGenericNodeList * this\, TNode * param_1)","23"
"REnd","10027210","Iterator REnd(TGenericNodeList * this)","19"
"RBegin","10027230","Iterator RBegin(TGenericNodeList * this)","24"
"End","10027250","Iterator End(TGenericNodeList * this)","19"
"Begin","10027270","Iterator Begin(TGenericNodeList * this)","24"
"IsValid","10027290","bool IsValid(TGenericNodeList * this\, TNode * param_1)","25"
"IsEmpty","100272b0","bool IsEmpty(TGenericNodeList * this)","25"
"Count","100272d0","int Count(TGenericNodeList * this)","4"
"InsertTail","100272e0","void InsertTail(TGenericNodeList * this\, TNode * param_1)","18"
"InsertHead","10027300","void InsertHead(TGenericNodeList * this\, TNode * param_1)","18"
"RemoveTail","10027320","TNode * RemoveTail(TGenericNodeList * this)","38"
"RemoveHead","10027350","TNode * RemoveHead(TGenericNodeList * this)","38"
"Tail","10027380","TNode * Tail(TGenericNodeList * this)","10"
"Head","10027390","TNode * Head(TGenericNodeList * this)","10"
"~TGenericNodeList","100273a0","void ~TGenericNodeList(TGenericNodeList * this)","19"
"TGenericNodeList","100273c0","undefined TGenericNodeList(TGenericNodeList * this)","21"
"Iterator","100273e0","undefined Iterator(Iterator * this\, Iterator * param_1)","13"
"Reset","100273f0","void Reset(TNode * this\, int param_1)","87"
"FindChild","10027450","int FindChild(TNode * this\, TNode * param_1\, int param_2)","140"
"Remove","100274e0","void Remove(TNode * this\, int param_1)","46"
"RemoveChild","10027510","void RemoveChild(TNode * this\, TNode * param_1\, int param_2)","46"
"DumpObjectClassTree_Check","10027540","undefined4 DumpObjectClassTree_Check(TClass * param_1\, void * a_pData)","175"
"TClass","100275f0","undefined TClass(TClass * this\, char * param_1\, TClass * param_2\, FuncDef6 * param_3\, FuncDef7 * param_4\, FuncDef8 * param_5\, FuncDef9 * param_6\, uint param_7)","78"
"~TClass","10027640","void ~TClass(TClass * this)","38"
"InitialiseStatic","10027670","void InitialiseStatic(TClass * this)","74"
"DeinitialiseStatic","100276c0","void DeinitialiseStatic(TClass * this)","74"
"IsA","10027710","bool IsA(TClass * this\, TClass * param_1)","62"
"IsAttached","10027750","bool IsAttached(TClass * this)","36"
"AttachClassToParent","10027780","bool AttachClassToParent(TClass * this)","47"
"FindCommonBaseClass","100277b0","TClass * FindCommonBaseClass(TClass * param_1\, TClass * param_2)","497"
"Find","100279e0","TClass * Find(char * param_1\, TClass * param_2)","88"
"RecurseTree","10027a40","void RecurseTree(TClass * this\, FuncDef10 * param_1\, FuncDef11 * param_2\, FuncDef12 * param_3\, void * param_4)","100"
"RecurseTree2","10027ab0","void RecurseTree2(TClass * this\, FuncDef13 * param_1\, FuncDef14 * param_2\, FuncDef15 * param_3\, void * param_4)","130"
"FindRecurse","10027b40","TClass * FindRecurse(char * param_1\, TClass * param_2\, bool param_3)","119"
"~TObject","10027c10","void ~TObject(TObject * this)","7"
"TObject","10027c20","undefined TObject(TObject * this)","9"
"IsExactly","10027c30","bool IsExactly(TObject * this\, TClass * param_1)","28"
"IsA","10027c50","bool IsA(TObject * this\, TClass * param_1)","21"
"Delete","10027c70","void Delete(TObject * this)","12"
"DeinitialiseStatic","10027c80","void DeinitialiseStatic(void)","1"
"InitialiseStatic","10027c90","void InitialiseStatic(void)","1"
"CreateObjectInPlace","10027ca0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","10027cc0","TObject * CreateObject(void)","40"
"GetClass","10027cf0","TClass * GetClass(TObject * this)","6"
"operator==","10027d00","bool operator==(TClass * this\, TClass * param_1)","18"
"DumpObjectClassTree","10027d20","void DumpObjectClassTree(void)","47"
"DetachClassFromParent","10027d50","bool DetachClassFromParent(TClass * this)","6"
"IsStaticInitialised","10027d60","bool IsStaticInitialised(TClass * this)","5"
"IsExactly","10027d70","bool IsExactly(TClass * this\, TClass * param_1)","19"
"GetVersionMinor","10027d90","ushort GetVersionMinor(TClass * this)","5"
"GetVersionMajor","10027da0","ushort GetVersionMajor(TClass * this)","5"
"GetVersion","10027db0","uint GetVersion(TClass * this)","4"
"GetName","10027dc0","char * GetName(TClass * this)","3"
"GetParent","10027dd0","TClass * GetParent(TClass * this)","4"
"CreateObjectInPlace","10027de0","TObject * CreateObjectInPlace(TClass * this\, void * param_1)","22"
"CreateObject","10027e00","TObject * CreateObject(TClass * this)","13"
"Compare","10027e30","int Compare(TPCString * this\, TPCString * param_1)","76"
"~TCStringPool","10027e80","void ~TCStringPool(TCStringPool * this)","324"
"Get","10028000","TPCString Get(TCStringPool * this\, TPCString ret_val_no_param\, char * param_2)","462"
"Get","100281f0","TPCString Get(TCStringPool * this\, int param_1)","74"
"GetOptional","10028240","TPCString GetOptional(TCStringPool * this\, char * param_1)","277"
"GetOptional","10028370","TPCString GetOptional(TCStringPool * this\, int param_1)","74"
"IsPresent","100283c0","bool IsPresent(TCStringPool * this\, char * param_1)","81"
"IsPresent","10028420","bool IsPresent(TCStringPool * this\, int param_1)","69"
"GetVolatile","10028470","TPCString GetVolatile(TCStringPool * this\, char * param_1)","71"
"GetVolatile","100284c0","TPCString GetVolatile(TCStringPool * this\, int param_1)","74"
"WriteFile","10028510","bool WriteFile(TCStringPool * this\, char * param_1)","829"
"ReadFile","100288e0","bool ReadFile(TCStringPool * this\, char * param_1)","1036"
"Remove","10028d10","void Remove(TCStringPool * this\, TPooledCString * param_1)","157"
"operator+","10028e10","TCString operator+(TCString * param_1\, TPCString * param_2)","58"
"Dump","10028e50","void Dump(TCStringPool * this)","1"
"GetVolatile","10028e60","TPCString GetVolatile(TCStringPool * this\, TCString * param_1)","39"
"IsPresent","10028e90","bool IsPresent(TCStringPool * this\, TCString * param_1)","26"
"GetOptional","10028eb0","TPCString GetOptional(TCStringPool * this\, TCString * param_1)","39"
"Get","10028ee0","TPCString Get(TCStringPool * this\, TCString * param_1)","39"
"TCStringPool","10028f10","undefined TCStringPool(TCStringPool * this\, char * a_szFileName\, int a_iMaxSize\, int a_iCapacity)","96"
"TCStringPool","10028f70","undefined TCStringPool(TCStringPool * this\, int param_1\, int param_2)","81"
"Delete","10028fd0","void Delete(TPooledCString * this)","43"
"~TPooledCString","10029000","void ~TPooledCString(TPooledCString * this)","28"
"TPooledCString","10029020","undefined TPooledCString(TPooledCString * this\, char * param_1\, TCStringPool * param_2)","42"
"TPooledCString","10029050","undefined TPooledCString(TPooledCString * this)","29"
"FUN_10029100","10029100","int * FUN_10029100(void * this\, int * param_1\, char * * param_2\, undefined * param_3)","204"
"FUN_100291d0","100291d0","int * FUN_100291d0(void * this\, int * param_1\, char * * param_2)","211"
"FUN_100292b0","100292b0","undefined FUN_100292b0(void * this\, int param_1\, int param_2)","372"
"FUN_10029450","10029450","undefined FUN_10029450(TCStringPool * this\, int a_iStringCount)","212"
"FUN_10029530","10029530","undefined FUN_10029530(void * this\, int * param_1)","117"
"`default_constructor_closure'","100295b0","void `default_constructor_closure'(TCStringPool * this)","17"
"TGenericPool","100295d0","undefined TGenericPool(TGenericPool * this\, int param_1\, int param_2\, int param_3\, int param_4)","209"
"Reinit","100296b0","void Reinit(TGenericPool * this)","74"
"Reset","10029700","void Reset(TGenericPool * this)","58"
"Alloc","10029740","void * Alloc(TGenericPool * this)","106"
"AllocBlock","100297b0","bool AllocBlock(TGenericPool * this)","83"
"ResetBlock","10029810","void ResetBlock(TGenericPool * this\, TBlock * param_1)","66"
"Free","10029860","void Free(TGenericPool * this\, void * param_1)","19"
"~TGenericPool","10029880","void ~TGenericPool(TGenericPool * this)","10"
"operator=","10029890","TNode * operator=(TNode * this\, TNode * param_1)","13"
"operator=","100298a0","TBlock * operator=(TBlock * this\, TBlock * param_1)","13"
"operator=","100298b0","TGenericPool * operator=(TGenericPool * this\, TGenericPool * param_1)","49"
"TProfiler","100298f0","undefined TProfiler(TProfiler * this\, char * param_1\, char * param_2\, int param_3)","170"
"PrintHeader","100299a0","void PrintHeader(void)","137"
"PrintSummary","10029a30","void PrintSummary(void)","348"
"Out","10029b90","bool Out(char * param_1\, char * param_2)","89"
"RecursiveReport","10029bf0","void RecursiveReport(int param_1)","95"
"GetProfiler","10029c50","TProfiler * GetProfiler(int param_1)","39"
"GetProfilerWithParentID","10029c80","TProfiler * GetProfilerWithParentID(int param_1)","49"
"Stop","10029cc0","void Stop(TProfiler * this)","153"
"Reset","10029d60","void Reset(TProfiler * this)","83"
"Report","10029dc0","void Report(TProfiler * this\, int param_1)","943"
"operator>","1002a170","bool operator>(TProfiler * this\, TProfiler * param_1)","339"
"TProfilerStarter","1002a2d0","undefined TProfilerStarter(TProfilerStarter * this\, TProfiler * param_1)","72"
"~TProfilerStarter","1002a320","void ~TProfilerStarter(TProfilerStarter * this)","1235"
"RecursiveCallFrom","1002a800","TProfilerStarter * RecursiveCallFrom(TProfilerStarter * this)","31"
"Start","1002a860","void Start(TProfiler * this)","18"
"GetHardwareCounterValues","1002a880","void GetHardwareCounterValues(undefined param_1)","14"
"TProfiler","1002a890","undefined TProfiler(TProfiler * this\, TProfiler * param_1)","400"
"Compare","1002aa20","int Compare(TPWString * this\, TPWString * param_1)","76"
"~TWStringPool","1002aa70","void ~TWStringPool(TWStringPool * this)","324"
"Get","1002abf0","TPWString Get(TWStringPool * this\, ushort * param_1)","462"
"Get","1002ade0","TPWString Get(TWStringPool * this\, int param_1)","74"
"GetVolatile","1002ae30","TPWString GetVolatile(TWStringPool * this\, ushort * param_1)","71"
"GetVolatile","1002ae80","TPWString GetVolatile(TWStringPool * this\, int param_1)","74"
"Dump","1002aed0","void Dump(TWStringPool * this)","465"
"Remove","1002b120","void Remove(TWStringPool * this\, TPooledWString * param_1)","157"
"operator+","1002b220","TWString operator+(TWString * param_1\, TPWString * param_2)","58"
"GetVolatile","1002b260","TPWString GetVolatile(TWStringPool * this\, TWString * param_1)","39"
"Get","1002b290","TPWString Get(TWStringPool * this\, TWString * param_1)","39"
"TWStringPool","1002b2c0","undefined TWStringPool(TWStringPool * this)","66"
"operator<","1002b310","bool operator<(TPWString * this\, TPWString * param_1)","20"
"Delete","1002b330","void Delete(TPooledWString * this)","43"
"~TPooledWString","1002b360","void ~TPooledWString(TPooledWString * this)","28"
"TPooledWString","1002b380","undefined TPooledWString(TPooledWString * this\, ushort * param_1\, TWStringPool * param_2)","42"
"TPooledWString","1002b3b0","undefined TPooledWString(TPooledWString * this)","29"
"FUN_1002b460","1002b460","int * FUN_1002b460(void * this\, int * param_1\, ushort * * param_2\, undefined * param_3)","204"
"FUN_1002b530","1002b530","int * FUN_1002b530(void * this\, int * param_1\, ushort * * param_2)","211"
"FUN_1002b610","1002b610","undefined FUN_1002b610(void * this\, int param_1\, int param_2)","372"
"Remove","1002b7b0","undefined Remove(void * this\, int * param_1)","117"
"operator*=","1002b830","TQuaternion * operator*=(TQuaternion * this\, TQuaternion * param_1)","206"
"operator*=","1002b900","TQuaternion * operator*=(TQuaternion * this\, float param_1)","39"
"operator/=","1002b930","TQuaternion * operator/=(TQuaternion * this\, TQuaternion * param_1)","42"
"operator+=","1002b960","TQuaternion * operator+=(TQuaternion * this\, TQuaternion * param_1)","42"
"operator-=","1002b990","TQuaternion * operator-=(TQuaternion * this\, TQuaternion * param_1)","42"
"operator==","1002b9c0","bool operator==(TQuaternion * this\, TQuaternion * param_1)","59"
"operator!=","1002ba00","bool operator!=(TQuaternion * this\, TQuaternion * param_1)","59"
"RotateAroundAxis","1002ba40","void RotateAroundAxis(TQuaternion * this\, TVector3 * param_1\, float param_2)","106"
"SetRotation","1002bab0","void SetRotation(TQuaternion * this\, TVector3 * param_1\, float param_2)","88"
"Negate","1002bb10","void Negate(TQuaternion * this)","31"
"MakePrincple","1002bb30","void MakePrincple(TQuaternion * this)","55"
"Slerp","1002bb70","void Slerp(TQuaternion * this\, TQuaternion * param_1\, TQuaternion * param_2\, float param_3)","258"
"Lerp","1002bc80","void Lerp(TQuaternion * this\, TQuaternion * param_1\, TQuaternion * param_2\, float param_3)","154"
"RotateVector","1002bd20","void RotateVector(TVector3 * param_1\, TQuaternion * param_2\, TVector3 * param_3)","209"
"RotateVector","1002be00","void RotateVector(TVector4 * param_1\, TQuaternion * param_2\, TVector4 * param_3)","216"
